Id,Product Name,Energy,Fat Percentage,Saturated Fat,Carbohydrates,Sugars,Fiber,Protein,Salt,Calcium
11842.0,Coconut Milk,48.0 kcal,2.01 g,4.98 g,nan g,9.35 g,0.44 g,5.53 g,0.29 g,134.0 mg
11843.0,Soy Milk,40.0 kcal,4.46 g,nan g,6.95 g,1.9 g,0.32 g,nan g,0.46 g,142.0 mg
11844.0,Coconut Milk,60.0 kcal,5.74 g,4.98 g,7.68 g,7.45 g,0.93 g,6.63 g,0.4 g,nan mg
11845.0,Oat Milk,47.0 kcal,3.1 g,3.49 g,8.15 g,8.37 g,0.33 g,6.93 g,0.7 g,116.0 mg
11846.0,Skim Milk,47.0 kcal,6.7 g,0.27 g,2.26 g,0.61 g,0.32 g,5.14 g,nan g,82.0 mg
11847.0,Soy Milk,47.0 kcal,6.62 g,0.64 g,4.19 g,7.17 g,0.7 g,7.49 g,0.71 g,145.0 mg
11848.0,Almond Milk,66.0 kcal,0.92 g,1.05 g,2.25 g,0.86 g,0.2 g,6.14 g,0.91 g,123.0 mg
11849.0,Almond Milk,nan kcal,7.84 g,0.88 g,6.9 g,1.44 g,0.48 g,7.63 g,0.27 g,103.0 mg
11850.0,Whole Milk,52.0 kcal,4.13 g,0.71 g,7.19 g,nan g,0.98 g,6.94 g,0.17 g,120.0 mg
11851.0,Almond Milk,53.0 kcal,3.4 g,nan g,6.77 g,5.49 g,0.33 g,nan g,0.39 g,146.0 mg
,,52.0 kcal,nan g,3.77 g,8.07 g,9.18 g,0.61 g,5.01 g,0.37 g,91.0 mg
11853.0,Cashew Milk,nan kcal,4.8 g,2.97 g,1.88 g,4.06 g,0.04 g,4.58 g,0.86 g,101.0 mg
11854.0,Coconut Milk,52.0 kcal,1.45 g,3.24 g,7.0 g,1.03 g,0.82 g,4.34 g,0.96 g,84.0 mg
11855.0,Coconut Milk,40.0 kcal,4.03 g,3.12 g,5.91 g,nan g,0.82 g,4.85 g,0.75 g,149.0 mg
11856.0,2% Milk,76.0 kcal,2.6 g,1.48 g,10.21 g,1.72 g,0.4 g,5.77 g,0.59 g,132.0 mg
11857.0,2% Milk,61.0 kcal,2.89 g,4.73 g,7.19 g,3.48 g,0.28 g,nan g,0.48 g,99.0 mg
11858.0,Whole Milk,61.0 kcal,3.95 g,nan g,7.71 g,6.3 g,0.81 g,3.93 g,0.38 g,100.0 mg
11859.0,Cashew Milk,74.0 kcal,5.26 g,2.05 g,8.45 g,9.07 g,0.05 g,nan g,1.0 g,85.0 mg
11860.0,Skim Milk,53.0 kcal,4.42 g,3.74 g,1.78 g,3.18 g,0.03 g,7.02 g,nan g,nan mg
11861.0,2% Milk,73.0 kcal,5.02 g,4.92 g,5.94 g,5.38 g,0.23 g,5.86 g,nan g,82.0 mg
11862.0,Skim Milk,nan kcal,7.43 g,1.71 g,5.06 g,9.02 g,0.51 g,6.19 g,0.19 g,137.0 mg
11863.0,,74.0 kcal,2.92 g,2.82 g,6.02 g,nan g,0.21 g,2.21 g,nan g,nan mg
,Almond Milk,44.0 kcal,3.51 g,nan g,2.19 g,7.69 g,0.66 g,4.66 g,nan g,106.0 mg
11865.0,,nan kcal,nan g,2.17 g,11.78 g,6.02 g,0.43 g,5.59 g,0.34 g,147.0 mg
11866.0,Coconut Milk,nan kcal,5.44 g,1.6 g,9.12 g,0.61 g,nan g,5.8 g,0.63 g,138.0 mg
11867.0,2% Milk,80.0 kcal,1.52 g,3.79 g,10.14 g,4.34 g,0.82 g,7.93 g,0.1 g,86.0 mg
11868.0,Whole Milk,80.0 kcal,6.27 g,3.88 g,1.25 g,4.25 g,0.39 g,2.55 g,0.18 g,98.0 mg
11869.0,Cashew Milk,75.0 kcal,4.63 g,0.7 g,4.06 g,4.79 g,nan g,6.01 g,0.99 g,111.0 mg
,Whole Milk,62.0 kcal,6.34 g,0.42 g,6.49 g,3.19 g,0.9 g,3.39 g,0.82 g,135.0 mg
11871.0,Almond Milk,62.0 kcal,4.49 g,nan g,11.99 g,7.27 g,0.64 g,nan g,0.5 g,nan mg
11872.0,Skim Milk,nan kcal,4.67 g,0.13 g,nan g,3.49 g,0.07 g,5.33 g,nan g,123.0 mg
11873.0,Oat Milk,70.0 kcal,0.96 g,3.3 g,1.64 g,5.73 g,0.15 g,nan g,0.33 g,122.0 mg
11874.0,Oat Milk,42.0 kcal,6.75 g,2.34 g,10.95 g,4.04 g,0.56 g,1.03 g,0.86 g,141.0 mg
11875.0,2% Milk,nan kcal,6.65 g,0.62 g,10.89 g,4.77 g,nan g,6.33 g,0.77 g,140.0 mg
11876.0,Almond Milk,48.0 kcal,3.97 g,4.77 g,7.74 g,0.96 g,0.9 g,2.65 g,0.48 g,136.0 mg
,,50.0 kcal,2.23 g,2.31 g,7.08 g,4.97 g,0.37 g,3.31 g,0.38 g,123.0 mg
11878.0,Soy Milk,69.0 kcal,2.29 g,4.94 g,3.38 g,2.07 g,0.91 g,6.33 g,0.8 g,138.0 mg
11879.0,,71.0 kcal,3.71 g,3.63 g,3.95 g,7.2 g,0.67 g,4.97 g,0.93 g,85.0 mg
11880.0,Almond Milk,57.0 kcal,2.26 g,3.22 g,2.53 g,8.84 g,0.56 g,1.91 g,0.87 g,87.0 mg
,Almond Milk,70.0 kcal,5.19 g,0.62 g,6.53 g,6.73 g,0.61 g,7.9 g,0.78 g,111.0 mg
11882.0,Oat Milk,71.0 kcal,4.81 g,3.09 g,11.18 g,6.34 g,0.18 g,3.23 g,0.44 g,nan mg
11883.0,Whole Milk,78.0 kcal,6.23 g,0.99 g,nan g,9.72 g,0.24 g,6.74 g,0.38 g,95.0 mg
11884.0,Soy Milk,nan kcal,3.94 g,2.44 g,7.39 g,8.1 g,0.11 g,5.4 g,0.21 g,nan mg
11885.0,Coconut Milk,71.0 kcal,1.0 g,4.66 g,3.41 g,8.67 g,0.65 g,nan g,0.45 g,nan mg
11886.0,2% Milk,nan kcal,4.24 g,4.8 g,5.47 g,0.9 g,1.0 g,6.14 g,0.93 g,nan mg
11887.0,Coconut Milk,70.0 kcal,4.06 g,4.71 g,9.37 g,3.98 g,nan g,4.88 g,0.21 g,142.0 mg
11888.0,Oat Milk,53.0 kcal,7.1 g,0.8 g,7.68 g,0.61 g,0.66 g,1.07 g,0.96 g,84.0 mg
,Oat Milk,65.0 kcal,nan g,1.13 g,8.01 g,7.35 g,0.33 g,nan g,0.98 g,120.0 mg
11890.0,Cashew Milk,68.0 kcal,6.51 g,0.63 g,1.06 g,1.87 g,0.97 g,4.14 g,0.68 g,86.0 mg
11891.0,Cashew Milk,45.0 kcal,2.11 g,1.91 g,8.09 g,8.59 g,nan g,7.62 g,nan g,128.0 mg
11892.0,,50.0 kcal,4.12 g,2.23 g,1.16 g,nan g,0.46 g,3.8 g,0.3 g,83.0 mg
11893.0,Soy Milk,62.0 kcal,nan g,4.45 g,9.06 g,7.54 g,0.54 g,4.77 g,0.08 g,121.0 mg
11894.0,2% Milk,56.0 kcal,5.01 g,3.97 g,nan g,3.92 g,0.28 g,2.26 g,nan g,90.0 mg
11895.0,Oat Milk,50.0 kcal,5.02 g,2.27 g,1.94 g,8.92 g,0.8 g,nan g,0.65 g,137.0 mg
11896.0,Cashew Milk,69.0 kcal,2.56 g,2.12 g,6.17 g,1.76 g,0.62 g,6.64 g,0.87 g,138.0 mg
,Cashew Milk,53.0 kcal,6.76 g,3.49 g,1.07 g,7.62 g,0.43 g,nan g,0.07 g,144.0 mg
,Almond Milk,54.0 kcal,3.24 g,4.38 g,6.0 g,2.32 g,0.41 g,2.7 g,0.12 g,nan mg
11899.0,,78.0 kcal,3.07 g,1.25 g,10.47 g,1.09 g,0.86 g,7.31 g,0.12 g,146.0 mg
11900.0,2% Milk,49.0 kcal,4.33 g,nan g,nan g,9.85 g,0.82 g,5.75 g,0.55 g,149.0 mg
11901.0,Cashew Milk,nan kcal,1.98 g,3.14 g,9.28 g,1.32 g,0.65 g,nan g,0.44 g,128.0 mg
11902.0,Skim Milk,56.0 kcal,0.69 g,1.23 g,3.46 g,7.73 g,0.41 g,7.41 g,0.01 g,133.0 mg
11903.0,Almond Milk,78.0 kcal,2.18 g,3.88 g,8.01 g,nan g,0.7 g,5.59 g,0.13 g,nan mg
11904.0,Almond Milk,68.0 kcal,1.39 g,0.89 g,11.81 g,3.4 g,0.76 g,3.96 g,0.6 g,146.0 mg
11905.0,Oat Milk,44.0 kcal,7.37 g,3.29 g,9.29 g,0.87 g,0.53 g,nan g,0.22 g,109.0 mg
11906.0,Whole Milk,66.0 kcal,4.93 g,2.16 g,10.55 g,4.44 g,0.76 g,1.25 g,0.56 g,91.0 mg
11907.0,Coconut Milk,55.0 kcal,1.16 g,4.83 g,2.23 g,1.96 g,0.63 g,3.78 g,nan g,nan mg
11908.0,,47.0 kcal,7.46 g,3.06 g,3.67 g,1.52 g,0.99 g,5.64 g,0.9 g,104.0 mg
11909.0,Cashew Milk,75.0 kcal,nan g,1.98 g,5.28 g,8.56 g,0.56 g,7.06 g,0.67 g,130.0 mg
11910.0,,56.0 kcal,7.42 g,4.83 g,11.6 g,4.18 g,0.88 g,1.13 g,0.9 g,120.0 mg
11911.0,Whole Milk,nan kcal,6.69 g,0.61 g,6.17 g,7.47 g,0.52 g,nan g,0.26 g,147.0 mg
,,43.0 kcal,5.14 g,4.52 g,11.1 g,nan g,0.3 g,3.56 g,0.92 g,125.0 mg
11913.0,Whole Milk,49.0 kcal,6.42 g,3.34 g,9.07 g,9.12 g,0.63 g,3.15 g,0.07 g,143.0 mg
11914.0,Skim Milk,62.0 kcal,7.57 g,2.29 g,1.48 g,3.14 g,0.36 g,3.69 g,nan g,147.0 mg
11915.0,Skim Milk,62.0 kcal,3.36 g,4.1 g,6.7 g,1.93 g,0.31 g,1.16 g,0.54 g,80.0 mg
11916.0,Whole Milk,45.0 kcal,7.53 g,1.29 g,6.83 g,8.49 g,0.91 g,6.51 g,0.04 g,142.0 mg
11917.0,,48.0 kcal,6.6 g,0.65 g,nan g,4.3 g,0.92 g,3.51 g,0.93 g,115.0 mg
11918.0,Almond Milk,47.0 kcal,6.78 g,2.42 g,5.64 g,8.37 g,0.35 g,2.24 g,0.19 g,130.0 mg
11919.0,Soy Milk,68.0 kcal,1.05 g,0.26 g,11.4 g,nan g,0.77 g,6.47 g,0.7 g,143.0 mg
11920.0,Almond Milk,59.0 kcal,6.0 g,4.44 g,11.8 g,0.51 g,0.47 g,5.52 g,nan g,80.0 mg
11921.0,Coconut Milk,40.0 kcal,0.92 g,2.86 g,2.21 g,5.28 g,0.01 g,7.23 g,0.38 g,108.0 mg
11922.0,Cashew Milk,45.0 kcal,7.67 g,4.95 g,8.37 g,1.1 g,0.79 g,6.21 g,0.88 g,nan mg
11923.0,Skim Milk,57.0 kcal,1.11 g,1.33 g,5.56 g,2.44 g,0.94 g,5.56 g,nan g,144.0 mg
11924.0,Whole Milk,51.0 kcal,2.63 g,2.19 g,nan g,0.57 g,0.96 g,2.53 g,0.47 g,80.0 mg
11925.0,,53.0 kcal,1.59 g,2.45 g,2.98 g,3.22 g,0.47 g,6.89 g,0.94 g,110.0 mg
11926.0,Almond Milk,57.0 kcal,3.67 g,4.43 g,11.93 g,4.86 g,0.61 g,7.65 g,0.28 g,114.0 mg
11927.0,Coconut Milk,74.0 kcal,6.89 g,nan g,3.21 g,2.9 g,0.51 g,4.55 g,0.31 g,134.0 mg
11928.0,Whole Milk,62.0 kcal,5.4 g,nan g,6.85 g,3.91 g,0.26 g,2.74 g,0.55 g,119.0 mg
11929.0,Whole Milk,74.0 kcal,2.13 g,4.18 g,7.5 g,6.54 g,0.03 g,7.45 g,nan g,125.0 mg
11930.0,Coconut Milk,78.0 kcal,5.8 g,3.39 g,10.79 g,8.63 g,0.27 g,2.52 g,0.94 g,143.0 mg
11931.0,Coconut Milk,71.0 kcal,7.62 g,1.47 g,10.54 g,5.35 g,0.38 g,6.85 g,nan g,108.0 mg
11932.0,Skim Milk,42.0 kcal,3.52 g,3.9 g,5.09 g,1.84 g,0.66 g,7.21 g,0.62 g,148.0 mg
,,51.0 kcal,2.57 g,1.74 g,7.81 g,nan g,0.94 g,7.09 g,0.7 g,119.0 mg
11934.0,Soy Milk,71.0 kcal,5.95 g,3.59 g,11.74 g,2.06 g,0.47 g,6.0 g,0.57 g,90.0 mg
11935.0,Coconut Milk,61.0 kcal,4.52 g,2.01 g,nan g,7.67 g,0.09 g,5.44 g,0.13 g,126.0 mg
11936.0,,47.0 kcal,4.39 g,3.98 g,7.63 g,nan g,0.17 g,5.15 g,0.64 g,113.0 mg
,Cashew Milk,64.0 kcal,1.67 g,4.85 g,6.15 g,5.66 g,nan g,3.72 g,0.69 g,140.0 mg
11938.0,Cashew Milk,68.0 kcal,6.09 g,1.77 g,3.88 g,5.83 g,nan g,4.16 g,0.33 g,91.0 mg
11939.0,Almond Milk,57.0 kcal,5.98 g,1.82 g,nan g,6.54 g,nan g,1.08 g,nan g,118.0 mg
11940.0,Almond Milk,59.0 kcal,4.38 g,2.76 g,1.8 g,9.45 g,0.63 g,3.52 g,0.14 g,100.0 mg
11941.0,,61.0 kcal,4.66 g,0.56 g,9.27 g,2.43 g,0.1 g,4.6 g,nan g,128.0 mg
11942.0,Coconut Milk,41.0 kcal,7.26 g,3.95 g,1.1 g,5.67 g,0.52 g,4.0 g,0.7 g,98.0 mg
11943.0,2% Milk,49.0 kcal,3.87 g,2.45 g,10.17 g,6.83 g,0.53 g,5.27 g,0.91 g,137.0 mg
11944.0,,73.0 kcal,0.82 g,1.12 g,7.82 g,5.11 g,0.28 g,3.59 g,0.7 g,100.0 mg
11945.0,Coconut Milk,76.0 kcal,1.18 g,0.34 g,2.27 g,9.82 g,0.25 g,1.65 g,0.09 g,124.0 mg
11946.0,2% Milk,66.0 kcal,6.13 g,3.66 g,9.61 g,8.32 g,0.01 g,4.18 g,0.57 g,129.0 mg
11947.0,Cashew Milk,75.0 kcal,0.65 g,1.19 g,1.5 g,3.05 g,0.31 g,4.45 g,0.94 g,150.0 mg
11948.0,Almond Milk,nan kcal,3.38 g,2.7 g,5.74 g,7.69 g,0.91 g,6.25 g,0.66 g,123.0 mg
11949.0,Cashew Milk,63.0 kcal,6.4 g,1.57 g,4.25 g,8.58 g,1.0 g,4.79 g,0.77 g,nan mg
,Oat Milk,63.0 kcal,7.13 g,4.45 g,8.96 g,9.31 g,nan g,2.61 g,0.68 g,125.0 mg
11951.0,Cashew Milk,58.0 kcal,5.93 g,2.76 g,nan g,8.0 g,nan g,nan g,0.06 g,107.0 mg
11952.0,,51.0 kcal,5.05 g,0.3 g,2.22 g,7.52 g,nan g,nan g,0.14 g,nan mg
11953.0,Coconut Milk,59.0 kcal,4.35 g,3.49 g,10.76 g,1.42 g,0.12 g,5.8 g,0.63 g,143.0 mg
11954.0,2% Milk,nan kcal,1.75 g,1.22 g,10.5 g,4.45 g,nan g,4.37 g,0.18 g,85.0 mg
11955.0,Skim Milk,53.0 kcal,3.77 g,0.32 g,11.2 g,9.14 g,0.98 g,2.73 g,0.02 g,146.0 mg
,,59.0 kcal,6.96 g,3.0 g,9.95 g,2.75 g,0.17 g,7.77 g,0.76 g,nan mg
,Coconut Milk,73.0 kcal,4.43 g,0.24 g,5.49 g,9.94 g,0.59 g,7.66 g,0.55 g,120.0 mg
11958.0,Soy Milk,45.0 kcal,6.52 g,2.36 g,8.47 g,0.97 g,0.27 g,6.35 g,0.77 g,91.0 mg
11959.0,Soy Milk,61.0 kcal,3.61 g,1.19 g,2.3 g,8.34 g,0.7 g,5.02 g,nan g,142.0 mg
11960.0,2% Milk,57.0 kcal,4.45 g,1.7 g,nan g,nan g,0.92 g,3.33 g,0.66 g,94.0 mg
11961.0,Oat Milk,44.0 kcal,6.11 g,0.46 g,6.09 g,8.98 g,0.52 g,3.37 g,0.24 g,128.0 mg
11962.0,Soy Milk,78.0 kcal,1.49 g,3.23 g,7.52 g,nan g,0.15 g,7.58 g,0.94 g,nan mg
11963.0,Whole Milk,49.0 kcal,5.54 g,0.69 g,nan g,nan g,0.14 g,2.22 g,0.14 g,98.0 mg
11964.0,Almond Milk,69.0 kcal,2.39 g,0.55 g,1.47 g,7.12 g,nan g,4.11 g,nan g,90.0 mg
11965.0,2% Milk,47.0 kcal,4.85 g,0.32 g,2.98 g,9.24 g,0.5 g,1.73 g,0.4 g,87.0 mg
11966.0,Soy Milk,69.0 kcal,5.55 g,4.67 g,9.2 g,6.98 g,0.67 g,6.7 g,0.71 g,113.0 mg
11967.0,Almond Milk,41.0 kcal,4.61 g,4.52 g,3.67 g,6.77 g,0.05 g,4.14 g,0.75 g,91.0 mg
11968.0,Coconut Milk,73.0 kcal,3.1 g,1.59 g,nan g,9.7 g,0.91 g,5.78 g,0.8 g,115.0 mg
11969.0,Soy Milk,64.0 kcal,2.76 g,0.16 g,1.2 g,3.4 g,0.13 g,1.09 g,0.36 g,87.0 mg
11970.0,,67.0 kcal,1.81 g,4.74 g,6.19 g,6.04 g,0.95 g,nan g,0.43 g,121.0 mg
11971.0,2% Milk,67.0 kcal,3.18 g,0.34 g,2.76 g,6.99 g,0.68 g,4.44 g,0.63 g,149.0 mg
11972.0,2% Milk,40.0 kcal,7.02 g,4.2 g,3.32 g,2.25 g,0.3 g,6.62 g,0.63 g,88.0 mg
11973.0,Whole Milk,70.0 kcal,1.7 g,0.75 g,6.06 g,nan g,0.94 g,4.22 g,0.56 g,137.0 mg
11974.0,Oat Milk,80.0 kcal,4.14 g,3.46 g,10.67 g,7.74 g,0.36 g,3.84 g,0.29 g,nan mg
11975.0,Almond Milk,51.0 kcal,1.3 g,3.17 g,9.2 g,3.51 g,0.21 g,nan g,0.7 g,118.0 mg
11976.0,Skim Milk,67.0 kcal,2.14 g,0.56 g,11.15 g,3.93 g,0.44 g,1.48 g,0.82 g,90.0 mg
11977.0,Soy Milk,58.0 kcal,6.91 g,3.03 g,6.23 g,3.61 g,nan g,2.92 g,0.44 g,nan mg
11978.0,Skim Milk,68.0 kcal,5.21 g,4.78 g,5.03 g,9.48 g,0.84 g,7.7 g,0.44 g,107.0 mg
11979.0,Oat Milk,44.0 kcal,7.43 g,0.62 g,1.6 g,8.58 g,0.92 g,6.97 g,0.64 g,145.0 mg
,Almond Milk,45.0 kcal,6.39 g,0.44 g,7.33 g,9.04 g,0.12 g,4.23 g,nan g,147.0 mg
11981.0,Skim Milk,57.0 kcal,1.26 g,2.18 g,nan g,2.29 g,0.9 g,6.99 g,0.36 g,141.0 mg
11982.0,Whole Milk,48.0 kcal,3.63 g,1.21 g,2.57 g,nan g,0.61 g,nan g,0.42 g,114.0 mg
,,48.0 kcal,2.1 g,3.52 g,2.84 g,9.94 g,0.51 g,6.39 g,0.93 g,89.0 mg
11984.0,Oat Milk,77.0 kcal,5.13 g,0.99 g,2.68 g,nan g,0.77 g,2.43 g,0.14 g,nan mg
11985.0,Soy Milk,54.0 kcal,6.91 g,2.97 g,7.36 g,1.83 g,0.09 g,3.51 g,0.72 g,131.0 mg
11986.0,Soy Milk,55.0 kcal,3.41 g,3.27 g,10.96 g,nan g,nan g,4.93 g,0.38 g,95.0 mg
,Skim Milk,43.0 kcal,5.34 g,4.86 g,9.05 g,7.09 g,0.36 g,2.35 g,0.59 g,nan mg
11988.0,Coconut Milk,41.0 kcal,2.07 g,0.36 g,5.87 g,9.45 g,0.16 g,1.57 g,0.47 g,113.0 mg
,2% Milk,68.0 kcal,1.11 g,4.21 g,8.31 g,9.19 g,0.57 g,6.91 g,0.74 g,125.0 mg
11990.0,Coconut Milk,78.0 kcal,0.57 g,nan g,9.92 g,8.47 g,nan g,5.11 g,0.31 g,98.0 mg
11991.0,2% Milk,41.0 kcal,3.2 g,4.46 g,7.8 g,3.03 g,0.83 g,5.79 g,0.08 g,125.0 mg
11992.0,2% Milk,66.0 kcal,1.97 g,4.74 g,2.64 g,5.85 g,0.07 g,6.22 g,0.24 g,nan mg
11993.0,Cashew Milk,58.0 kcal,4.51 g,3.42 g,4.39 g,3.86 g,0.66 g,2.76 g,0.18 g,nan mg
11994.0,Almond Milk,79.0 kcal,4.9 g,2.95 g,2.48 g,1.38 g,0.86 g,4.88 g,nan g,97.0 mg
11995.0,Skim Milk,44.0 kcal,1.85 g,2.1 g,4.2 g,4.54 g,0.18 g,4.31 g,0.98 g,nan mg
11996.0,,80.0 kcal,5.51 g,nan g,8.18 g,7.21 g,0.71 g,3.13 g,0.93 g,133.0 mg
,Soy Milk,nan kcal,5.36 g,0.51 g,3.85 g,2.31 g,0.67 g,4.66 g,0.35 g,102.0 mg
11998.0,Almond Milk,58.0 kcal,5.87 g,4.75 g,4.48 g,3.95 g,0.84 g,nan g,0.72 g,115.0 mg
11999.0,Coconut Milk,43.0 kcal,1.23 g,0.89 g,8.82 g,8.59 g,0.59 g,nan g,0.39 g,83.0 mg
12000.0,Soy Milk,46.0 kcal,6.16 g,3.68 g,nan g,6.89 g,0.85 g,7.86 g,0.55 g,134.0 mg
12001.0,Skim Milk,47.0 kcal,5.85 g,2.78 g,8.09 g,nan g,0.13 g,7.77 g,0.31 g,102.0 mg
12002.0,,69.0 kcal,0.89 g,2.08 g,10.23 g,3.64 g,nan g,2.64 g,0.37 g,108.0 mg
12003.0,Skim Milk,nan kcal,2.35 g,1.78 g,nan g,7.17 g,nan g,6.82 g,0.97 g,94.0 mg
12004.0,,nan kcal,7.93 g,nan g,4.3 g,2.88 g,0.62 g,4.04 g,0.11 g,136.0 mg
,Skim Milk,70.0 kcal,7.86 g,3.31 g,1.44 g,7.3 g,0.63 g,3.87 g,0.29 g,81.0 mg
12006.0,2% Milk,54.0 kcal,6.65 g,4.34 g,6.24 g,6.47 g,0.12 g,7.82 g,0.56 g,133.0 mg
12007.0,Skim Milk,58.0 kcal,0.51 g,0.5 g,4.47 g,7.82 g,nan g,2.54 g,0.86 g,109.0 mg
12008.0,Whole Milk,46.0 kcal,6.94 g,0.95 g,6.05 g,9.19 g,nan g,6.07 g,0.71 g,82.0 mg
12009.0,Cashew Milk,62.0 kcal,4.95 g,3.88 g,10.43 g,1.28 g,nan g,4.55 g,0.26 g,119.0 mg
12010.0,Skim Milk,40.0 kcal,4.26 g,2.25 g,11.05 g,5.49 g,nan g,4.99 g,0.2 g,92.0 mg
12011.0,Soy Milk,43.0 kcal,2.93 g,1.92 g,3.34 g,4.51 g,0.21 g,8.0 g,0.1 g,94.0 mg
,Soy Milk,76.0 kcal,6.78 g,3.17 g,1.06 g,3.48 g,0.68 g,4.82 g,0.42 g,111.0 mg
12013.0,Oat Milk,57.0 kcal,0.6 g,2.61 g,2.16 g,3.59 g,0.97 g,3.7 g,0.0 g,89.0 mg
12014.0,Skim Milk,45.0 kcal,0.76 g,4.52 g,6.57 g,4.63 g,0.68 g,6.93 g,nan g,111.0 mg
12015.0,2% Milk,65.0 kcal,5.12 g,1.09 g,10.57 g,9.98 g,0.72 g,3.76 g,0.3 g,129.0 mg
12016.0,Coconut Milk,47.0 kcal,4.93 g,nan g,7.75 g,1.54 g,0.7 g,6.82 g,0.14 g,127.0 mg
,2% Milk,52.0 kcal,nan g,3.67 g,4.95 g,2.01 g,0.31 g,6.2 g,0.26 g,84.0 mg
,Skim Milk,49.0 kcal,nan g,1.72 g,10.57 g,6.39 g,0.73 g,5.94 g,0.0 g,87.0 mg
12019.0,Oat Milk,52.0 kcal,3.74 g,2.62 g,8.94 g,2.42 g,0.08 g,3.15 g,0.74 g,80.0 mg
12020.0,Cashew Milk,48.0 kcal,4.75 g,0.51 g,4.48 g,0.88 g,0.9 g,nan g,0.81 g,123.0 mg
12021.0,,58.0 kcal,5.61 g,4.68 g,3.13 g,7.22 g,0.87 g,5.53 g,0.83 g,126.0 mg
12022.0,Oat Milk,66.0 kcal,6.24 g,3.12 g,8.05 g,9.24 g,0.88 g,4.67 g,0.8 g,nan mg
12023.0,Cashew Milk,73.0 kcal,7.02 g,2.31 g,1.43 g,4.93 g,nan g,4.77 g,0.8 g,nan mg
12024.0,Skim Milk,nan kcal,3.7 g,2.53 g,2.36 g,2.74 g,0.83 g,6.45 g,0.26 g,147.0 mg
12025.0,2% Milk,67.0 kcal,7.22 g,4.07 g,1.36 g,2.62 g,0.57 g,4.78 g,0.64 g,92.0 mg
12026.0,2% Milk,80.0 kcal,0.93 g,3.35 g,3.93 g,6.13 g,0.47 g,5.81 g,0.25 g,86.0 mg
12027.0,Whole Milk,76.0 kcal,2.58 g,1.9 g,6.31 g,6.41 g,nan g,nan g,nan g,109.0 mg
12028.0,Oat Milk,78.0 kcal,7.33 g,0.23 g,6.46 g,7.83 g,0.33 g,nan g,0.01 g,119.0 mg
12029.0,2% Milk,58.0 kcal,1.46 g,4.04 g,9.4 g,9.03 g,0.09 g,1.88 g,0.39 g,92.0 mg
12030.0,Whole Milk,65.0 kcal,4.89 g,2.87 g,1.32 g,2.46 g,0.15 g,1.56 g,0.86 g,146.0 mg
12031.0,Coconut Milk,72.0 kcal,nan g,1.53 g,3.22 g,9.15 g,nan g,3.98 g,nan g,147.0 mg
12032.0,Skim Milk,80.0 kcal,2.25 g,1.92 g,10.24 g,8.88 g,0.73 g,4.57 g,0.29 g,84.0 mg
12033.0,Almond Milk,79.0 kcal,nan g,4.99 g,4.83 g,7.22 g,0.92 g,5.01 g,0.51 g,115.0 mg
12034.0,Almond Milk,73.0 kcal,3.08 g,0.86 g,4.01 g,1.82 g,0.88 g,nan g,1.0 g,100.0 mg
12035.0,Soy Milk,nan kcal,7.89 g,1.42 g,1.5 g,nan g,0.85 g,5.67 g,0.49 g,103.0 mg
12036.0,Whole Milk,55.0 kcal,1.24 g,1.75 g,6.03 g,9.53 g,0.69 g,1.7 g,0.81 g,126.0 mg
12037.0,Whole Milk,74.0 kcal,7.56 g,4.99 g,nan g,5.34 g,0.15 g,7.85 g,0.22 g,88.0 mg
12038.0,Almond Milk,75.0 kcal,2.3 g,2.61 g,6.97 g,0.85 g,0.08 g,nan g,0.69 g,85.0 mg
12039.0,Cashew Milk,47.0 kcal,5.77 g,0.74 g,4.62 g,9.36 g,0.91 g,3.64 g,0.99 g,93.0 mg
12040.0,Cashew Milk,77.0 kcal,1.27 g,1.3 g,1.79 g,8.21 g,0.65 g,7.83 g,0.98 g,132.0 mg
12041.0,Soy Milk,62.0 kcal,2.39 g,0.56 g,11.59 g,8.1 g,0.21 g,1.64 g,0.36 g,99.0 mg
12042.0,Oat Milk,65.0 kcal,6.86 g,4.29 g,3.75 g,nan g,0.09 g,6.87 g,0.12 g,142.0 mg
12043.0,Skim Milk,42.0 kcal,4.85 g,4.78 g,4.81 g,1.38 g,0.41 g,5.24 g,0.17 g,86.0 mg
12044.0,Almond Milk,71.0 kcal,7.83 g,0.14 g,9.64 g,2.26 g,0.3 g,2.06 g,0.03 g,93.0 mg
12045.0,Cashew Milk,72.0 kcal,nan g,2.25 g,3.28 g,2.63 g,0.07 g,5.61 g,0.45 g,140.0 mg
12046.0,Cashew Milk,60.0 kcal,7.4 g,3.86 g,7.06 g,1.48 g,0.97 g,4.74 g,0.8 g,140.0 mg
12047.0,,64.0 kcal,6.22 g,3.09 g,10.24 g,7.24 g,0.03 g,5.71 g,0.7 g,142.0 mg
12048.0,Skim Milk,72.0 kcal,5.44 g,1.71 g,nan g,3.62 g,0.76 g,1.21 g,0.7 g,86.0 mg
12049.0,Soy Milk,59.0 kcal,2.72 g,0.37 g,11.4 g,1.31 g,nan g,6.96 g,nan g,114.0 mg
12050.0,Oat Milk,57.0 kcal,4.07 g,2.86 g,3.62 g,0.8 g,nan g,7.18 g,0.5 g,141.0 mg
12051.0,Whole Milk,59.0 kcal,5.44 g,1.74 g,8.65 g,5.04 g,0.15 g,nan g,0.82 g,92.0 mg
