Id,Product Name,Energy (kcal),Fat Content (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
12768,Almond Milk,79,1.09,4.52,9.28,8.12,0.36,3.64,0.98,145
12769,Coconut Milk,65,1.63,2.34,1.5,7.1,0.43,7.53,0.37,106
12770,Coconut Milk,57,1.29,1.24,11.14,7.73,0.4,7.31,0.72,113
12771,Whole Milk,60,5.6,4.5,4.17,1.48,0.5,1.87,0.5,122
12772,Whole Milk,67,6.46,2.55,2.9,9.9,0.37,5.14,0.6,147
12773,Skim Milk,70,5.54,4.92,3.9,5.85,0.99,1.68,0.37,94
12774,Skim Milk,41,5.82,4.13,2.09,7.59,0.29,1.3,0.44,83
12775,Soy Milk,46,3.57,1.99,1.7,4.49,0.33,1.13,0.79,81
12776,2% Milk,60,2.84,3.58,7.41,7.93,0.71,6.11,0.87,110
12777,Coconut Milk,69,1.89,3.19,3.77,2.04,0.3,3.6,0.92,120
12778,Almond Milk,40,6.45,3.44,2.08,3.99,0.94,6.06,0.5,116
12779,Skim Milk,74,0.96,2.75,9.2,4.02,0.22,7.31,0.59,145
12780,2% Milk,80,2.88,4.26,1.95,9.69,0.27,5.75,0.87,91
12781,Almond Milk,79,4.51,4.72,11.48,1.53,0.87,6.58,0.59,104
12782,Cashew Milk,49,4.0,2.27,8.33,5.16,0.57,6.41,0.58,92
12783,Cashew Milk,64,7.6,3.38,8.11,2.62,0.5,1.64,0.45,92
12784,Coconut Milk,44,6.16,3.92,7.54,6.66,0.85,1.54,0.35,113
12785,Oat Milk,45,4.33,0.88,4.83,7.06,0.33,1.98,0.13,110
12786,Cashew Milk,67,4.94,2.91,1.65,8.29,0.02,3.16,0.26,122
12787,Soy Milk,69,7.55,3.53,7.29,5.28,0.49,7.43,0.97,116
12788,Skim Milk,59,6.41,0.66,3.67,3.06,0.36,1.91,0.35,89
12789,Soy Milk,61,3.87,1.67,3.5,7.12,0.85,5.62,0.38,81
12790,Almond Milk,76,4.72,0.56,11.02,2.27,0.74,2.54,0.44,140
12791,Coconut Milk,76,3.99,3.32,5.59,2.29,0.24,5.9,0.09,121
12792,Coconut Milk,76,3.71,0.66,4.77,7.2,0.56,6.28,0.27,142
12793,Whole Milk,69,7.39,4.75,4.29,3.16,0.96,7.6,0.31,115
12794,Whole Milk,40,1.46,0.65,7.89,4.74,0.49,7.12,0.31,103
12795,2% Milk,72,2.67,2.85,10.89,4.52,0.61,2.7,0.67,104
12796,Oat Milk,71,0.84,1.01,4.93,9.86,0.73,6.92,0.16,148
12797,Coconut Milk,63,1.44,1.4,5.19,7.51,0.09,3.75,0.29,81
12798,Whole Milk,53,6.5,4.17,5.98,6.56,0.5,7.21,0.67,101
12799,Oat Milk,76,4.92,2.64,8.67,7.87,0.48,6.41,0.7,122
12800,Cashew Milk,74,5.87,0.58,1.33,4.87,0.53,3.61,0.4,147
12801,Whole Milk,40,3.55,3.14,3.59,7.37,0.23,2.3,0.5,105
12802,2% Milk,77,4.74,4.14,11.65,6.9,0.88,4.17,0.43,135
12803,2% Milk,54,7.89,0.8,9.84,3.48,0.54,1.42,0.85,121
12804,Coconut Milk,68,3.59,3.57,2.85,1.39,0.53,7.24,0.3,101
12805,Coconut Milk,75,1.09,3.39,8.89,3.72,0.71,3.37,0.26,97
12806,Coconut Milk,60,4.14,4.95,2.87,8.7,0.68,3.33,0.28,92
12807,Skim Milk,41,5.82,2.68,2.34,1.54,0.43,5.19,0.22,85
12808,Oat Milk,46,7.58,0.94,3.87,6.95,0.3,5.79,0.22,135
12809,Whole Milk,67,7.99,4.73,7.18,7.48,0.72,2.82,0.89,116
12810,Cashew Milk,72,2.4,3.48,10.04,6.6,0.82,5.75,0.55,95
12811,Skim Milk,80,7.54,2.66,9.61,7.82,0.63,2.33,0.21,95
12812,Soy Milk,70,1.47,0.8,2.42,4.6,0.12,1.74,0.37,92
12813,Cashew Milk,80,7.48,0.43,7.34,6.15,0.52,5.5,0.31,120
12814,Whole Milk,53,4.1,0.27,5.1,4.18,0.43,4.76,0.29,100
12815,Oat Milk,62,5.62,0.7,1.43,4.98,0.15,4.26,0.68,94
12816,Almond Milk,48,6.14,4.04,6.82,7.01,0.08,4.37,0.6,118
12817,2% Milk,56,3.59,3.42,6.91,2.5,0.66,3.29,0.35,122
12818,Whole Milk,50,3.98,4.16,8.35,1.62,0.3,5.98,0.74,84
12819,Skim Milk,52,5.34,0.37,3.98,7.54,0.57,5.69,0.14,104
12820,2% Milk,40,0.8,3.86,3.56,9.06,0.95,2.97,0.47,117
12821,2% Milk,79,3.63,3.77,7.37,2.68,0.97,7.88,0.34,103
12822,2% Milk,47,7.99,0.82,2.52,5.53,0.03,7.45,0.67,83
12823,Coconut Milk,61,0.7,3.55,11.3,6.08,0.35,2.44,0.26,96
12824,Whole Milk,77,3.64,3.48,5.2,0.87,0.45,2.32,0.83,131
12825,Almond Milk,46,3.77,1.38,9.29,7.13,0.37,1.89,0.52,139
12826,Cashew Milk,74,0.94,0.47,10.06,7.86,0.26,5.85,0.49,136
12827,Cashew Milk,56,0.8,0.26,5.68,1.0,0.8,4.33,0.04,124
12828,2% Milk,66,3.71,3.95,6.77,6.47,0.72,6.83,0.52,133
12829,Soy Milk,77,7.47,1.21,1.27,4.27,0.46,5.72,0.84,112
12830,Skim Milk,61,2.56,3.55,7.98,5.05,0.76,1.3,0.6,117
12831,Coconut Milk,77,3.71,3.22,11.82,4.51,0.26,7.31,0.86,80
12832,Whole Milk,78,4.55,1.84,7.12,2.36,0.42,7.92,0.66,147
12833,2% Milk,59,4.42,0.79,3.18,0.94,0.49,4.42,0.45,141
12834,2% Milk,42,1.61,4.03,8.33,8.19,0.2,2.19,0.02,88
12835,Skim Milk,74,5.47,1.78,4.26,2.45,0.92,2.32,0.9,127
12836,Almond Milk,61,3.38,4.42,10.77,7.91,0.76,6.39,0.58,121
12837,Soy Milk,77,6.8,4.6,6.42,7.12,0.92,6.15,0.15,114
12838,Almond Milk,57,4.57,3.37,2.64,3.08,0.29,1.13,0.68,128
12839,2% Milk,61,1.34,2.27,2.71,2.49,0.7,6.62,0.98,93
12840,Skim Milk,43,3.3,0.3,8.8,3.9,0.32,3.91,0.45,127
12841,Almond Milk,67,6.24,1.39,9.61,2.01,0.98,6.03,0.29,90
12842,Soy Milk,72,3.32,4.4,2.11,7.58,0.46,6.08,0.92,111
12843,Skim Milk,52,7.79,4.76,9.9,1.31,0.56,2.89,0.63,131
12844,2% Milk,68,5.93,1.93,1.51,2.5,0.2,2.76,0.18,109
12845,Oat Milk,62,5.72,3.82,1.73,3.11,0.77,7.77,0.02,150
12846,Coconut Milk,46,4.84,4.36,1.8,6.15,0.14,6.33,0.95,82
12847,Coconut Milk,79,2.02,3.56,4.47,5.26,0.96,2.02,0.5,107
12848,Almond Milk,43,2.79,3.14,11.04,9.72,0.45,3.04,0.75,107
12849,Coconut Milk,70,1.14,3.22,4.52,7.91,0.87,6.3,0.83,139
12850,Soy Milk,79,6.28,1.23,10.82,1.18,0.41,1.98,0.19,88
12851,Almond Milk,68,6.36,2.82,5.97,3.78,0.88,2.02,0.31,105
12852,Coconut Milk,41,5.32,1.93,2.99,3.32,0.48,4.44,0.28,111
12853,Coconut Milk,52,3.03,1.63,6.75,1.91,0.95,2.91,0.36,116
12854,Oat Milk,64,7.12,0.23,11.95,4.37,0.76,3.08,0.66,125
12855,Almond Milk,40,6.99,0.75,10.64,9.46,0.88,1.75,0.62,84
12856,Cashew Milk,59,1.15,1.86,1.51,3.58,0.2,6.03,0.91,82
12857,Whole Milk,63,5.97,3.13,9.57,4.82,0.81,3.64,0.25,137
12858,2% Milk,63,6.96,3.82,4.67,3.12,0.75,5.09,0.21,108
12859,Oat Milk,42,5.7,0.78,1.92,7.19,0.98,5.53,0.93,98
12860,Almond Milk,76,6.77,0.82,9.79,7.99,0.22,1.05,0.18,142
12861,Soy Milk,65,7.15,3.13,8.73,4.2,0.53,6.4,0.78,147
12862,Coconut Milk,72,4.05,3.89,10.95,8.45,0.78,6.14,0.31,101
12863,Cashew Milk,61,0.78,0.12,4.81,3.42,0.27,2.92,0.1,143
12864,Coconut Milk,59,4.19,2.62,10.3,3.1,0.35,4.23,0.57,106
12865,Cashew Milk,66,3.85,4.23,8.99,9.97,0.2,5.67,0.3,138
12866,Oat Milk,41,0.81,0.7,3.93,7.49,0.24,7.58,0.31,111
12867,2% Milk,44,1.63,2.27,2.91,9.28,0.69,5.16,0.95,117
12868,Coconut Milk,55,1.84,3.75,1.94,5.08,0.35,6.49,0.12,124
12869,2% Milk,75,3.41,3.68,10.15,4.9,0.73,3.43,0.02,80
12870,Cashew Milk,40,6.58,2.08,1.62,2.64,0.74,5.61,0.38,144
12871,Oat Milk,52,7.21,2.89,7.45,5.29,0.09,4.72,0.43,127
12872,2% Milk,50,7.65,1.96,6.23,4.04,0.78,5.22,0.06,84
12873,Soy Milk,66,1.52,4.6,5.15,6.92,0.32,6.35,0.23,147
12874,Almond Milk,77,4.7,3.49,4.04,1.46,0.84,3.05,0.17,112
12875,Almond Milk,71,0.75,4.14,11.8,3.19,0.3,5.0,0.35,120
12876,Almond Milk,71,1.02,1.9,5.99,5.76,0.39,1.66,0.05,108
12877,Oat Milk,42,2.08,4.63,2.02,4.3,0.02,4.31,0.35,105
12878,Almond Milk,41,1.81,1.23,5.42,3.16,0.85,5.15,0.21,143
12879,Almond Milk,60,6.97,1.54,8.46,1.06,0.36,2.83,0.52,103
12880,Whole Milk,79,0.63,2.78,2.22,6.52,0.5,6.88,0.39,134
12881,Whole Milk,78,3.85,2.48,6.64,6.11,0.7,5.42,0.64,115
12882,Almond Milk,49,4.94,1.46,9.48,9.83,0.16,3.79,0.64,91
12883,Skim Milk,52,7.1,2.92,11.87,4.66,0.23,1.44,0.27,99
12884,Cashew Milk,59,7.97,2.41,4.17,7.54,0.94,2.18,0.62,92
12885,Oat Milk,78,3.98,3.2,7.46,8.89,0.56,2.24,0.97,130
12886,2% Milk,77,0.6,2.6,6.39,9.62,0.55,5.04,0.75,144
12887,Skim Milk,68,3.23,0.8,10.58,5.27,0.0,6.02,0.19,132
12888,Skim Milk,66,3.2,0.33,7.7,6.21,0.76,3.82,0.81,123
12889,2% Milk,74,6.75,4.32,9.18,5.34,0.76,2.86,0.09,141
12890,Oat Milk,63,3.93,0.39,9.45,1.01,0.7,1.24,0.8,91
12891,Oat Milk,78,6.93,2.75,6.39,8.78,0.85,7.52,0.02,122
12892,Whole Milk,57,5.13,2.0,8.3,1.77,0.74,3.82,0.04,119
12893,Cashew Milk,66,6.6,4.09,1.83,2.06,0.86,7.14,0.08,133
12894,Almond Milk,51,6.98,4.71,7.61,7.47,0.82,3.15,0.34,87
12895,Coconut Milk,62,6.95,1.18,4.72,9.15,0.5,2.44,0.14,148
12896,Oat Milk,71,5.85,0.7,1.1,6.86,0.64,5.76,0.09,112
12897,Almond Milk,40,5.41,3.37,7.71,8.85,0.72,5.79,0.62,97
12898,Cashew Milk,45,6.42,2.06,10.42,1.48,0.6,3.19,0.3,111
12899,Almond Milk,80,1.19,1.43,9.45,6.18,0.27,4.43,0.77,118
12900,Oat Milk,40,1.04,0.44,3.21,1.0,0.38,3.92,0.64,101
12901,Coconut Milk,48,4.97,4.36,10.27,5.97,0.33,3.76,0.32,126
12902,Almond Milk,57,5.44,2.38,5.94,6.4,0.93,7.69,0.39,123
12903,Oat Milk,68,2.69,1.08,7.53,1.0,0.49,2.1,0.75,121
12904,Coconut Milk,65,5.35,2.66,2.18,8.77,0.45,1.25,0.33,133
12905,2% Milk,71,7.36,0.35,4.79,1.73,0.97,3.76,0.73,111
12906,2% Milk,72,2.17,3.15,7.43,2.34,0.7,5.06,0.87,146
12907,Almond Milk,61,7.32,0.41,3.56,5.19,0.1,5.79,0.91,98
12908,Oat Milk,66,1.55,0.75,11.78,8.33,0.17,1.84,0.74,91
12909,Almond Milk,65,5.56,4.08,2.92,7.17,0.95,3.52,0.23,83
12910,2% Milk,60,4.64,4.06,6.9,6.85,0.44,7.72,0.16,133
12911,Almond Milk,42,6.08,2.33,6.73,9.55,0.24,1.3,0.48,83
12912,Coconut Milk,57,2.16,1.02,3.85,2.29,0.05,7.67,0.64,81
12913,Almond Milk,73,3.49,0.12,7.62,4.42,0.31,6.4,0.04,117
12914,2% Milk,51,5.93,2.26,4.57,6.76,0.04,2.47,0.94,84
12915,Skim Milk,40,0.57,1.68,11.41,6.89,0.4,2.07,0.66,83
12916,Cashew Milk,41,7.82,4.46,4.43,7.77,0.66,4.49,0.26,87
12917,Almond Milk,78,1.51,1.51,10.34,2.57,0.02,3.53,0.99,81
12918,Oat Milk,44,2.74,1.7,10.55,6.06,0.62,7.36,0.37,144
12919,Coconut Milk,66,1.15,4.4,10.58,1.41,0.83,2.01,0.76,107
12920,Soy Milk,64,2.21,3.74,5.12,1.76,0.35,3.8,0.79,118
12921,2% Milk,74,0.54,0.66,2.29,4.24,0.7,4.31,0.3,143
12922,Soy Milk,75,4.18,4.7,4.11,2.93,0.39,4.04,0.85,108
12923,Soy Milk,73,4.86,1.83,3.73,3.95,0.68,7.97,0.12,147
12924,Almond Milk,53,4.01,0.39,11.47,4.47,0.34,4.24,0.3,150
12925,Whole Milk,50,5.82,1.74,1.67,7.21,0.88,3.91,0.95,109
12926,2% Milk,45,3.68,4.13,10.55,7.25,0.78,8.0,0.26,149
12927,Soy Milk,67,2.73,1.18,2.36,5.57,0.47,3.22,0.11,100
12928,2% Milk,52,4.43,2.21,8.55,8.83,0.33,4.61,0.53,111
12929,Coconut Milk,73,5.43,0.29,1.08,8.44,0.54,2.6,0.2,83
12930,2% Milk,52,1.57,3.91,7.46,8.01,0.47,5.23,0.77,82
12931,Coconut Milk,50,2.73,4.91,5.77,3.34,0.97,6.81,0.92,114
12932,Skim Milk,70,2.76,1.05,4.09,0.92,0.9,7.78,0.85,107
12933,2% Milk,47,5.77,4.49,1.79,0.94,0.07,1.9,0.97,125
12934,Cashew Milk,66,2.24,3.02,3.87,7.57,0.5,6.63,0.97,103
12935,Coconut Milk,75,5.12,3.46,7.33,4.0,0.01,2.68,0.5,80
12936,Whole Milk,56,7.06,2.62,5.55,1.11,0.48,4.62,0.69,114
12937,2% Milk,74,5.96,0.68,2.38,4.64,0.62,7.73,0.22,95
12938,Cashew Milk,53,3.91,4.12,3.03,5.51,0.98,6.24,0.15,133
12939,Skim Milk,43,5.11,2.91,5.6,6.82,0.23,5.13,0.1,120
12940,Cashew Milk,75,7.61,0.35,10.98,0.73,0.44,7.97,0.83,135
12941,Whole Milk,70,2.93,1.07,5.17,8.6,0.19,2.58,0.89,89
12942,Whole Milk,57,3.42,4.1,10.23,6.13,0.03,7.39,0.92,86
12943,Coconut Milk,79,3.22,4.45,10.73,3.9,0.71,7.54,0.51,144
12944,Almond Milk,67,5.05,1.53,10.76,9.51,0.18,1.51,0.31,81
12945,Coconut Milk,74,3.48,3.03,6.72,7.99,0.63,2.98,0.73,129
12946,Almond Milk,54,4.93,0.83,2.62,8.44,0.52,4.36,0.37,83
12947,Soy Milk,73,1.24,4.91,6.6,6.59,0.66,7.63,0.28,117
12948,Cashew Milk,40,0.68,1.89,6.41,5.41,0.77,2.98,0.49,122
12949,Coconut Milk,46,4.86,1.31,7.83,8.21,0.06,2.82,0.31,87
12950,Oat Milk,74,2.78,4.84,7.29,3.48,0.27,4.64,0.39,121
12951,Coconut Milk,41,4.29,4.93,6.95,6.92,0.3,1.25,0.82,97
12952,Whole Milk,63,3.95,0.44,9.93,1.88,0.86,2.08,0.88,115
12953,Whole Milk,80,2.88,4.7,8.04,2.65,0.83,4.95,0.36,83
12954,2% Milk,47,6.66,1.9,3.06,2.28,0.99,1.29,0.92,106
12955,Almond Milk,42,4.75,1.05,1.09,2.04,0.76,7.43,0.3,120
12956,Whole Milk,79,6.14,4.68,2.66,4.81,0.88,5.2,0.7,119
12957,2% Milk,40,1.34,0.27,7.62,7.79,0.17,5.05,0.36,108
12958,Coconut Milk,44,4.41,4.47,11.61,4.34,0.45,7.59,0.43,148
12959,Soy Milk,76,7.0,2.27,10.58,9.57,0.49,1.32,0.44,108
12960,Coconut Milk,67,2.71,2.4,11.85,8.26,0.3,5.17,0.85,141
12961,Almond Milk,75,7.67,1.41,5.3,7.91,0.16,7.65,0.57,94
12962,Cashew Milk,72,1.12,0.31,11.16,7.94,0.96,4.11,0.94,106
12963,2% Milk,66,1.38,3.39,6.8,4.44,0.11,4.28,0.2,150
12964,Almond Milk,74,6.43,2.27,11.01,5.33,0.23,2.5,0.44,102
12965,Oat Milk,73,3.47,4.71,11.81,4.94,0.66,7.03,0.09,119
12966,Cashew Milk,45,4.78,2.11,8.34,5.32,0.8,3.34,0.12,123
12967,Almond Milk,58,6.07,3.11,8.05,4.92,0.62,2.16,0.39,136
12968,Whole Milk,65,2.17,2.79,4.61,7.75,0.21,4.32,0.26,145
12969,Coconut Milk,72,3.2,0.45,7.5,6.97,0.45,7.45,0.18,86
12970,Skim Milk,66,6.15,4.12,8.67,7.99,0.18,4.98,0.13,86
12971,Almond Milk,55,7.52,1.86,10.85,5.5,0.56,5.49,0.28,84
12972,Soy Milk,54,4.13,2.4,10.32,8.8,0.74,2.41,0.94,109
12973,Skim Milk,42,4.75,1.37,11.84,1.51,0.84,6.19,0.12,108
12974,Cashew Milk,63,7.37,4.89,5.39,6.23,0.29,3.78,0.48,136
12975,Soy Milk,49,7.62,4.54,1.33,9.3,0.79,7.49,0.2,137
12976,Oat Milk,68,2.5,3.89,10.31,6.58,0.44,2.33,0.55,150
12977,Whole Milk,72,7.04,0.87,10.67,6.95,0.06,5.69,0.01,147
12978,Soy Milk,69,1.0,4.61,7.64,1.55,0.86,7.01,0.96,131
12979,Oat Milk,59,7.33,1.08,11.54,8.13,0.36,5.76,0.81,127
12980,Soy Milk,59,0.59,3.25,7.63,3.82,0.26,7.42,0.4,84
12981,Whole Milk,60,3.74,2.58,9.82,1.91,0.99,1.09,0.95,101
12982,Almond Milk,63,4.75,3.49,2.3,5.15,0.81,6.41,0.27,91
12983,Whole Milk,58,1.94,3.08,1.22,8.61,0.81,5.74,0.58,144
12984,2% Milk,80,4.87,3.53,2.72,5.46,0.75,3.51,0.67,91
12985,Coconut Milk,58,6.08,3.4,1.24,2.16,0.28,2.9,0.37,105
12986,Oat Milk,72,4.76,2.49,5.74,8.56,0.76,3.48,0.32,110
12987,2% Milk,54,7.7,3.0,9.7,0.64,0.01,6.68,0.92,81
12988,Oat Milk,53,7.66,0.36,3.16,4.81,0.35,3.26,0.81,92
12989,2% Milk,78,7.76,4.02,1.25,5.91,0.99,4.05,0.18,102
12990,Almond Milk,58,1.43,3.93,2.68,7.12,0.74,7.03,1.0,140
12991,Cashew Milk,54,3.29,4.69,8.26,5.15,0.85,1.8,0.87,81
12992,Coconut Milk,49,2.33,3.12,6.21,2.9,0.59,5.49,0.8,80
12993,Soy Milk,71,3.06,4.86,8.52,2.39,0.32,5.87,0.7,128
12994,Soy Milk,51,5.13,1.01,2.74,7.76,0.94,7.72,0.04,146
12995,Oat Milk,51,4.64,4.06,9.4,8.86,0.88,1.9,0.98,135
12996,Oat Milk,51,7.07,4.43,3.89,8.41,0.47,4.89,0.81,149
12997,Whole Milk,53,3.71,0.75,10.38,6.01,0.57,3.73,0.04,135
12998,Coconut Milk,67,1.2,2.4,9.38,8.74,0.63,3.67,0.34,96
12999,Cashew Milk,50,0.71,0.37,11.69,4.56,0.45,7.91,0.89,110
13000,2% Milk,59,5.68,0.72,4.39,6.54,0.63,1.61,0.49,140
13001,Almond Milk,78,5.4,3.21,5.5,4.82,0.51,3.14,0.58,149
13002,Almond Milk,54,5.36,0.2,11.86,9.39,0.32,1.36,0.53,133
13003,Skim Milk,42,7.8,4.88,3.63,7.95,0.5,2.91,0.1,110
13004,Soy Milk,64,4.16,0.64,11.4,8.58,0.93,7.05,0.84,85
13005,Soy Milk,77,4.38,1.29,9.51,3.09,0.22,7.52,0.8,143
13006,Soy Milk,50,1.29,3.54,11.78,2.26,0.2,7.19,0.27,103
13007,Coconut Milk,41,2.28,0.18,8.68,9.12,0.19,3.08,0.32,113
13008,Skim Milk,69,5.62,4.73,2.47,4.64,0.35,3.45,0.78,149
13009,Coconut Milk,53,6.19,4.89,3.56,9.78,0.52,6.97,0.91,134
13010,Cashew Milk,40,4.13,2.96,11.93,9.48,0.21,2.38,0.1,104
13011,2% Milk,80,3.55,4.4,4.73,8.18,0.43,5.2,0.13,96
13012,Coconut Milk,41,6.92,0.28,4.75,8.54,0.62,7.71,0.53,141
13013,Almond Milk,62,2.6,0.7,3.71,9.73,0.2,4.57,0.82,133
13014,Almond Milk,76,7.86,4.39,4.41,2.65,0.6,4.65,0.1,128
13015,Skim Milk,55,6.55,1.14,9.08,3.56,0.09,4.29,0.71,133
13016,Whole Milk,53,0.73,1.89,7.17,2.81,0.56,1.8,0.27,150
13017,2% Milk,55,6.57,3.11,4.96,1.39,0.98,1.92,0.59,104
13018,Oat Milk,54,3.11,3.29,3.41,6.63,0.82,2.77,0.25,88
13019,Coconut Milk,40,2.62,0.67,1.52,8.54,0.95,3.2,0.44,137
13020,Skim Milk,66,7.21,2.45,8.8,1.2,0.79,4.5,0.5,90
13021,Almond Milk,71,4.45,3.31,5.71,4.55,0.49,6.12,0.65,88
13022,Cashew Milk,77,2.78,1.5,8.3,9.77,0.88,7.55,0.54,119
13023,Soy Milk,49,2.84,4.06,2.77,3.6,0.11,6.74,0.97,99
13024,Cashew Milk,66,5.8,2.74,2.2,7.11,0.76,5.7,0.69,125
13025,Whole Milk,65,4.79,4.75,8.87,4.68,0.75,4.52,0.61,150
13026,Soy Milk,47,3.86,0.59,7.34,4.15,0.02,2.74,0.87,145
13027,Skim Milk,77,7.8,2.33,10.96,3.43,0.26,1.3,0.54,119
13028,Whole Milk,77,4.1,2.98,4.56,7.05,0.29,5.75,0.48,140
13029,Whole Milk,52,2.88,4.52,6.85,0.9,0.2,1.63,0.16,113
13030,2% Milk,75,0.75,2.45,9.07,1.68,0.4,7.42,0.42,120
13031,Almond Milk,60,2.28,3.59,10.8,2.12,0.29,1.8,0.56,91
13032,Whole Milk,51,6.73,1.11,8.39,0.5,0.47,7.07,0.61,140
13033,2% Milk,59,2.14,1.73,8.54,6.16,0.37,7.61,0.41,97
13034,Oat Milk,52,0.95,3.44,10.88,6.88,0.76,5.23,0.95,81
13035,Oat Milk,51,5.91,2.42,2.14,1.7,0.56,2.51,0.73,126
13036,Whole Milk,71,1.3,4.32,5.84,7.73,0.45,2.43,0.73,96
13037,Almond Milk,59,7.46,4.29,4.68,0.91,0.49,6.86,0.72,88
13038,Skim Milk,73,7.89,2.25,10.4,9.15,0.46,4.62,0.62,93
13039,Soy Milk,71,0.77,4.1,11.05,5.83,0.07,1.11,0.4,146
13040,Skim Milk,66,3.23,3.02,4.01,2.51,0.68,7.67,0.75,107
13041,Skim Milk,59,2.29,3.19,4.28,9.27,0.3,4.27,0.38,142
13042,2% Milk,80,4.49,4.8,1.45,9.12,0.78,5.18,0.36,146
13043,Oat Milk,58,2.84,0.71,7.01,8.42,0.55,5.92,0.8,84
13044,Skim Milk,44,7.21,1.17,8.23,9.35,0.36,1.63,0.91,97
13045,Almond Milk,58,4.33,3.34,11.45,4.04,0.05,8.0,0.86,107
13046,2% Milk,55,3.21,4.41,9.93,5.19,0.08,5.99,0.04,128
13047,Almond Milk,58,3.35,4.79,5.09,6.21,0.59,5.35,0.14,120
13048,Coconut Milk,65,1.05,3.1,8.95,5.67,0.21,4.59,0.21,117
13049,Soy Milk,42,1.93,4.35,7.83,1.43,0.27,1.02,0.75,145
13050,Skim Milk,47,6.11,1.97,2.51,3.67,0.66,1.56,0.6,133
13051,Almond Milk,80,5.21,3.93,9.76,7.39,0.96,2.3,0.54,120
13052,2% Milk,52,6.46,3.37,3.97,2.94,0.17,2.44,0.96,145
13053,Skim Milk,43,5.63,0.79,10.8,6.52,0.0,2.4,0.02,110
13054,Coconut Milk,77,2.71,1.68,7.09,2.26,0.72,5.13,0.58,114
13055,Coconut Milk,59,1.74,3.84,4.23,5.45,0.28,7.84,0.58,137
13056,Coconut Milk,58,5.09,2.41,7.0,7.35,0.98,2.44,0.22,147
13057,2% Milk,51,5.59,4.01,7.95,4.23,0.18,1.69,0.39,115
13058,Cashew Milk,75,4.32,3.89,5.59,5.81,0.02,2.61,0.62,148
13059,Coconut Milk,61,3.59,0.81,6.83,7.18,0.73,1.91,0.57,150
13060,Coconut Milk,63,7.95,3.6,3.82,3.82,0.28,1.59,0.96,133
13061,Whole Milk,63,2.11,0.41,7.81,6.21,0.23,2.59,0.48,119
13062,Cashew Milk,49,3.65,1.58,11.53,9.48,0.33,2.17,0.82,140
13063,Skim Milk,60,5.37,3.74,5.44,7.51,0.96,7.84,0.45,98
13064,Coconut Milk,75,3.32,1.87,10.5,8.06,0.55,7.94,0.08,103
13065,Soy Milk,43,0.59,1.97,2.03,8.23,0.73,4.89,0.38,130
13066,Coconut Milk,67,3.61,1.85,4.16,8.23,0.54,5.22,0.72,95
13067,Soy Milk,48,6.02,4.34,3.69,5.28,0.28,5.04,0.9,137
13068,2% Milk,50,6.18,4.06,6.84,4.69,0.85,6.1,0.77,118
13069,Coconut Milk,65,7.93,2.91,1.14,7.3,0.16,3.32,0.18,87
13070,2% Milk,72,5.95,3.19,7.31,3.64,0.73,3.55,0.46,110
13071,Oat Milk,59,1.52,2.71,6.91,3.22,0.58,2.19,0.73,129
13072,Skim Milk,72,4.51,1.46,2.87,3.57,0.32,2.88,0.09,117
13073,Cashew Milk,77,0.99,0.24,5.3,7.24,0.4,7.51,0.07,100
13074,Soy Milk,47,4.26,0.94,2.61,8.5,0.59,1.32,0.11,140
13075,2% Milk,60,4.45,1.34,7.28,4.22,0.83,3.59,0.39,137
13076,Oat Milk,51,3.94,4.04,4.53,4.68,0.91,7.92,0.4,122
13077,Skim Milk,71,5.45,4.38,4.5,2.2,0.23,6.88,0.3,89
13078,Oat Milk,77,1.84,1.01,4.29,8.59,0.87,1.15,0.35,82
13079,Skim Milk,78,6.56,1.95,1.86,5.48,0.08,1.38,0.91,119
13080,Cashew Milk,60,4.17,4.28,11.4,6.68,0.69,6.15,0.57,128
13081,Skim Milk,80,6.05,3.46,2.63,3.68,0.28,2.81,0.85,140
13082,Oat Milk,63,5.47,2.82,2.8,0.64,0.09,5.88,0.94,135
13083,Whole Milk,49,7.15,3.54,1.25,8.78,0.54,6.95,0.42,102
13084,Cashew Milk,51,5.66,1.1,1.41,1.64,0.41,1.44,0.42,113
13085,Cashew Milk,80,2.22,0.32,5.14,3.53,0.93,1.99,0.16,104
13086,Cashew Milk,42,3.29,0.69,1.22,5.11,0.35,5.16,0.29,96
13087,Coconut Milk,51,0.82,1.75,10.44,2.5,0.2,5.34,0.93,93
13088,Oat Milk,47,4.15,3.64,6.42,8.98,0.5,6.25,0.9,117
13089,2% Milk,75,5.15,0.57,4.41,2.55,0.07,5.26,0.05,102
13090,Oat Milk,71,3.39,3.14,2.82,9.73,0.06,4.8,0.83,125
13091,Soy Milk,47,1.44,3.31,2.55,0.86,0.37,5.43,0.61,113
13092,Soy Milk,76,2.42,1.37,7.66,0.71,0.34,4.94,0.41,109
13093,2% Milk,56,4.85,4.15,3.31,1.04,0.68,4.36,0.84,142
13094,Almond Milk,61,5.86,0.2,8.14,8.92,0.83,7.66,0.07,91
13095,Almond Milk,46,7.27,0.36,10.27,0.88,0.83,4.4,0.35,121
13096,Whole Milk,70,1.05,2.73,4.24,9.74,0.41,2.96,0.69,118
13097,Oat Milk,56,7.58,4.79,8.6,6.8,0.91,6.15,0.78,136
