Id,Product Name,Energy (kcal),Fat Percentage (g),Saturated Fat (g),Carbohydrates (g),Sugars (g),Fiber (g),Protein (g),Salt (g),Calcium (mg)
13139,Coconut Milk,62,0.86,4.16,5.71,5.58,0.85,7.27,0.2,141
13140,Oat Milk,45,7.83,2.75,1.39,1.0,0.47,1.39,0.42,98
13141,Coconut Milk,73,1.15,0.99,10.11,3.74,0.38,2.41,0.98,126
13142,Almond Milk,47,3.13,1.17,3.34,8.13,0.69,2.7,0.95,126
13143,Coconut Milk,76,5.35,3.27,3.25,9.68,0.09,7.0,0.1,118
13144,Soy Milk,78,6.62,4.83,9.41,8.25,0.12,2.21,0.61,80
13145,Skim Milk,57,6.36,4.85,4.65,3.36,0.14,6.09,0.51,99
13146,Whole Milk,68,7.57,3.94,2.3,8.61,0.38,7.79,0.11,80
13147,Skim Milk,74,2.31,4.27,11.57,9.94,0.14,4.92,0.71,94
13148,Oat Milk,74,5.7,1.34,6.03,5.06,0.03,3.4,0.92,112
13149,Almond Milk,72,4.44,0.53,4.24,3.19,0.61,3.45,0.86,134
13150,2% Milk,64,6.38,2.67,10.7,1.46,0.71,1.9,0.28,95
13151,2% Milk,55,5.71,2.31,8.57,4.26,0.84,2.78,0.96,107
13152,Coconut Milk,56,1.08,2.88,1.93,8.98,0.38,6.66,0.9,80
13153,Coconut Milk,77,5.7,0.88,2.02,2.91,0.85,3.8,0.61,120
13154,Cashew Milk,54,5.41,4.72,6.57,6.29,0.1,6.31,0.41,121
13155,Coconut Milk,53,5.86,0.93,3.08,7.51,0.19,7.42,0.08,145
13156,Almond Milk,40,3.11,2.05,10.18,4.57,0.13,1.44,0.9,115
13157,Coconut Milk,50,1.62,2.34,2.26,3.01,0.06,1.3,0.73,137
13158,Skim Milk,67,7.34,1.11,11.76,5.9,0.36,4.47,0.32,88
13159,2% Milk,40,4.54,1.2,2.94,3.13,0.24,1.77,0.35,122
13160,Skim Milk,63,6.2,0.59,1.53,6.76,0.06,2.12,0.5,148
13161,Cashew Milk,54,3.04,4.5,4.63,1.25,0.39,5.83,0.08,104
13162,Almond Milk,65,5.96,0.83,11.47,5.18,0.76,4.8,0.24,89
13163,Whole Milk,61,1.76,0.22,1.28,9.24,0.17,6.92,0.25,103
13164,Cashew Milk,64,4.79,4.1,8.77,8.38,0.08,5.22,0.44,114
13165,2% Milk,45,1.49,2.13,7.81,7.54,0.81,1.55,0.13,111
13166,Cashew Milk,65,2.59,1.32,7.69,3.79,0.07,1.84,0.48,90
13167,Almond Milk,65,6.52,4.62,4.02,9.4,0.16,2.11,0.54,113
13168,2% Milk,45,7.96,4.99,2.99,3.61,0.17,3.53,0.43,145
13169,Coconut Milk,73,3.82,2.33,11.06,9.51,0.66,4.81,0.13,92
13170,Cashew Milk,69,1.87,3.2,7.06,1.22,0.49,5.03,0.83,114
13171,2% Milk,42,2.8,2.48,10.55,4.01,0.63,2.43,0.92,149
13172,Cashew Milk,54,0.86,2.14,2.57,6.47,0.43,2.24,0.48,104
13173,Skim Milk,71,6.32,2.16,2.57,8.47,0.7,3.01,0.76,150
13174,Skim Milk,46,2.11,1.5,11.91,6.17,0.01,1.14,0.05,116
13175,Oat Milk,67,2.38,1.02,4.66,1.32,0.16,5.35,0.96,130
13176,Almond Milk,44,4.18,1.95,9.8,9.11,0.85,3.74,0.19,112
13177,Oat Milk,53,3.77,2.82,11.24,1.56,0.62,3.72,0.32,86
13178,Whole Milk,66,5.06,4.8,7.44,6.61,0.24,7.58,0.73,104
13179,Cashew Milk,55,5.67,2.26,4.11,1.17,0.9,1.79,0.43,98
13180,Soy Milk,49,4.03,1.73,4.66,8.5,0.58,2.31,0.42,88
13181,Coconut Milk,57,3.71,3.87,8.74,4.14,0.74,1.62,0.49,117
13182,Cashew Milk,72,5.34,1.47,6.14,1.5,0.99,7.48,0.56,115
13183,Coconut Milk,57,4.67,2.45,8.3,9.59,0.51,1.18,0.98,100
13184,Coconut Milk,54,7.84,2.78,3.19,9.93,0.73,7.68,0.29,107
13185,Whole Milk,40,1.21,0.75,5.59,8.32,0.56,7.52,0.87,140
13186,Coconut Milk,59,5.16,3.66,2.62,3.78,0.37,5.66,0.77,123
13187,2% Milk,76,5.75,0.59,8.23,3.02,0.57,7.49,0.0,89
13188,Cashew Milk,78,5.63,0.95,7.98,5.6,0.08,5.37,0.44,122
13189,Coconut Milk,56,1.73,3.43,8.83,4.45,0.14,6.31,0.72,80
13190,Almond Milk,45,2.93,3.83,1.13,4.6,0.39,4.26,0.57,94
13191,2% Milk,76,5.36,0.26,7.23,6.18,0.58,5.47,0.92,145
13192,Soy Milk,74,2.74,3.34,10.33,0.53,0.44,4.92,0.84,142
13193,2% Milk,62,3.61,1.68,11.23,0.51,0.39,3.85,0.42,85
13194,2% Milk,61,7.06,1.02,10.39,4.35,0.98,5.53,0.93,104
13195,Cashew Milk,80,6.24,4.38,10.43,6.28,0.81,4.17,0.19,142
13196,Almond Milk,77,1.93,1.48,8.46,3.97,0.52,5.91,0.63,146
13197,Oat Milk,74,4.33,1.7,1.01,9.46,0.75,7.67,0.63,91
13198,Cashew Milk,45,4.28,3.95,4.11,5.11,0.3,3.63,1.0,117
13199,Cashew Milk,40,3.8,4.46,11.65,1.36,0.89,7.36,0.11,134
13200,Skim Milk,48,6.68,3.97,6.19,1.88,0.55,4.49,0.95,119
13201,Skim Milk,70,4.17,0.87,6.28,6.74,0.82,1.02,0.66,110
13202,Whole Milk,74,7.3,4.26,8.29,7.1,0.47,7.62,0.84,107
13203,Oat Milk,73,7.97,4.49,10.31,7.26,0.01,1.07,0.45,95
13204,Coconut Milk,65,0.78,0.49,5.15,1.46,0.82,2.73,0.67,143
13205,Soy Milk,77,6.29,2.62,7.16,8.56,0.8,2.0,0.56,112
13206,2% Milk,70,7.52,0.39,4.92,3.24,0.87,4.86,0.84,81
13207,Coconut Milk,64,7.85,1.88,1.17,2.67,0.5,5.07,0.24,89
13208,Soy Milk,59,3.94,4.34,7.13,1.88,0.59,6.14,0.7,103
13209,Oat Milk,49,6.37,4.13,4.23,1.48,0.38,5.09,0.27,116
13210,Skim Milk,49,6.24,3.03,8.96,7.98,0.28,1.89,0.84,130
13211,Almond Milk,45,2.82,1.57,11.58,3.71,0.43,5.45,0.06,148
13212,Almond Milk,45,1.54,3.57,4.26,9.62,0.49,6.56,0.48,147
13213,Oat Milk,42,1.92,0.12,5.49,4.54,0.11,4.64,0.8,98
13214,Almond Milk,51,6.13,3.38,4.81,8.87,0.34,2.31,0.09,97
13215,Soy Milk,69,7.65,4.71,2.15,6.19,0.81,1.22,0.72,115
13216,Soy Milk,70,3.29,4.07,8.21,7.26,0.18,2.36,0.06,147
13217,Almond Milk,64,6.12,3.79,2.17,4.13,0.99,1.8,0.76,96
13218,Whole Milk,57,0.65,0.14,3.48,1.27,0.67,3.57,0.75,84
13219,Soy Milk,51,6.82,2.33,4.64,7.22,0.65,3.13,0.77,143
13220,Whole Milk,54,1.23,2.82,10.16,2.0,0.05,2.25,0.16,84
13221,Cashew Milk,49,1.74,4.44,11.75,5.47,0.31,6.69,0.16,89
13222,2% Milk,40,7.16,2.4,2.73,8.32,0.07,7.4,0.29,133
13223,Coconut Milk,80,2.22,4.24,7.31,8.3,0.06,5.14,0.47,130
13224,Cashew Milk,62,3.29,3.98,10.19,5.28,0.27,7.08,0.67,118
13225,Whole Milk,46,6.96,4.51,4.11,6.48,0.65,5.78,0.17,82
13226,Oat Milk,70,3.43,1.2,8.46,8.14,0.58,6.72,0.75,108
13227,Cashew Milk,71,4.77,3.22,5.01,4.3,0.67,3.51,0.79,142
13228,Oat Milk,54,2.73,0.24,4.42,6.18,0.81,3.29,0.67,110
13229,Whole Milk,40,2.27,1.27,2.56,9.43,0.31,6.8,0.11,127
13230,Whole Milk,42,4.83,2.42,8.47,9.46,0.36,4.5,0.2,138
13231,Oat Milk,62,5.37,4.43,6.36,7.99,0.2,3.18,0.84,124
13232,2% Milk,75,6.98,1.12,7.94,2.66,0.81,4.5,0.19,111
13233,Skim Milk,46,3.42,4.78,5.14,1.37,0.47,3.05,0.91,128
13234,2% Milk,65,7.42,1.3,4.51,3.99,0.72,6.71,0.84,109
13235,Skim Milk,61,3.22,3.99,3.89,9.22,0.62,3.86,0.47,80
13236,Soy Milk,64,1.33,2.75,6.25,5.91,0.4,1.47,0.2,130
13237,Coconut Milk,57,5.51,2.37,9.83,6.31,0.94,3.85,1.0,93
13238,Whole Milk,58,4.44,4.41,9.51,3.41,0.54,3.54,0.31,96
13239,Cashew Milk,73,1.2,3.97,6.3,3.99,0.76,2.66,0.03,82
13240,Skim Milk,70,2.86,2.09,10.24,5.07,0.46,6.03,0.68,148
13241,2% Milk,51,5.77,2.11,3.1,5.14,0.96,7.6,0.17,128
13242,Coconut Milk,67,4.59,0.2,1.41,3.5,0.57,1.93,0.43,135
13243,Oat Milk,59,4.58,3.42,2.81,7.47,0.14,3.73,0.85,115
13244,2% Milk,71,5.54,3.35,8.01,2.0,0.25,5.05,0.94,105
13245,Cashew Milk,55,4.45,0.52,11.63,5.19,0.54,7.38,0.56,116
13246,Almond Milk,59,5.62,3.98,1.32,6.17,0.85,4.37,0.65,106
13247,Skim Milk,69,4.8,0.98,5.91,2.98,0.92,1.74,0.93,85
13248,Oat Milk,53,2.42,5.0,1.29,5.17,0.98,2.71,0.21,138
13249,Cashew Milk,53,7.28,2.2,10.08,1.85,0.56,2.87,0.87,85
13250,Skim Milk,58,4.4,0.8,7.71,6.68,0.44,5.07,0.23,133
13251,Coconut Milk,43,3.05,3.06,7.36,4.33,0.26,5.95,0.8,127
13252,Oat Milk,44,2.25,3.4,11.91,8.85,0.47,4.14,0.56,137
13253,Skim Milk,45,4.52,0.45,11.75,8.66,0.81,5.81,0.17,104
13254,Almond Milk,55,3.48,3.96,4.81,8.17,0.67,1.34,0.81,136
13255,Whole Milk,47,5.75,1.33,7.38,6.32,0.35,4.68,0.58,149
13256,2% Milk,46,1.04,4.44,1.36,8.63,0.28,6.39,0.95,139
13257,Skim Milk,51,5.52,1.95,10.71,3.77,0.38,2.37,0.45,123
13258,Soy Milk,42,1.04,0.93,9.83,6.3,0.75,7.96,0.28,117
13259,Coconut Milk,80,4.65,2.43,4.77,6.0,0.33,2.27,0.15,120
13260,Whole Milk,63,2.18,0.3,3.65,3.88,0.07,2.06,0.18,102
13261,Oat Milk,75,0.85,2.74,6.26,8.54,0.03,6.24,0.69,146
13262,Coconut Milk,67,4.44,1.31,6.79,2.86,0.38,4.24,0.68,95
13263,Soy Milk,68,1.83,2.84,3.91,6.65,0.68,6.84,0.16,137
13264,Oat Milk,59,6.88,4.93,2.52,1.17,0.83,1.54,0.82,86
13265,Coconut Milk,76,7.86,0.69,4.33,7.97,0.77,7.27,0.37,98
13266,Skim Milk,50,5.87,4.42,5.48,7.72,0.56,6.87,0.97,83
13267,Coconut Milk,46,7.38,3.4,2.74,5.79,0.08,7.05,0.41,135
13268,2% Milk,46,4.62,1.77,4.73,8.24,0.61,3.66,0.42,101
13269,Cashew Milk,44,6.91,0.71,10.01,2.88,0.32,4.05,0.7,124
13270,Skim Milk,69,3.19,0.47,10.99,4.23,0.43,5.42,0.72,146
13271,Skim Milk,71,4.06,2.39,11.69,8.14,0.2,4.82,0.29,136
13272,Soy Milk,78,6.89,4.77,5.84,7.36,0.59,6.12,0.57,89
13273,Oat Milk,52,5.43,0.65,4.79,5.09,0.38,4.99,0.67,98
13274,Whole Milk,78,7.04,4.41,10.16,4.38,0.64,6.39,0.96,134
13275,Soy Milk,56,7.36,3.16,6.92,1.21,0.01,4.3,0.11,82
13276,2% Milk,68,2.46,4.33,9.28,8.42,0.73,5.49,0.09,119
13277,Skim Milk,64,2.73,2.47,7.57,7.21,0.07,6.61,0.95,126
13278,2% Milk,59,0.81,3.32,9.16,5.04,0.73,3.84,0.39,140
13279,Coconut Milk,45,0.95,3.59,11.08,8.16,0.01,1.66,0.66,112
13280,Oat Milk,60,3.92,0.44,5.35,8.56,0.42,4.14,0.79,135
13281,Coconut Milk,57,1.05,2.82,11.7,3.31,0.4,2.03,0.07,122
13282,Almond Milk,76,3.03,3.67,8.75,6.61,0.63,6.68,0.13,83
13283,Oat Milk,45,5.14,3.58,10.18,4.35,0.75,1.87,0.94,98
13284,2% Milk,54,2.15,2.42,4.69,8.66,0.14,6.49,0.6,86
13285,Skim Milk,72,2.38,2.29,6.19,3.9,0.73,6.15,0.74,81
13286,Skim Milk,79,4.25,1.52,2.32,1.61,0.07,7.46,0.02,139
13287,Soy Milk,49,7.56,1.68,9.28,0.8,0.45,7.1,0.82,138
13288,Soy Milk,57,4.14,0.88,10.56,9.74,0.31,7.64,0.47,138
13289,Cashew Milk,73,0.71,4.38,7.77,7.33,0.75,4.67,0.74,138
13290,Almond Milk,64,3.34,2.91,5.52,3.76,0.54,4.8,0.19,94
13291,Oat Milk,61,4.8,3.24,11.58,6.28,0.37,2.57,0.61,108
13292,2% Milk,52,6.61,1.8,8.45,4.08,0.3,4.97,0.46,142
13293,Soy Milk,57,4.85,3.33,11.95,7.77,0.81,2.57,0.29,94
13294,Almond Milk,77,0.52,2.35,6.98,1.28,0.99,6.94,0.54,132
13295,Coconut Milk,45,0.65,1.88,2.26,0.72,0.16,6.52,0.27,130
13296,Almond Milk,60,2.58,1.52,1.87,2.43,0.29,4.15,0.4,101
13297,2% Milk,43,2.8,4.99,2.57,9.64,0.71,4.32,0.68,83
13298,Skim Milk,74,7.26,2.23,6.64,7.58,0.23,1.44,0.04,84
13299,Oat Milk,51,5.17,2.39,9.93,3.49,0.8,4.7,0.68,144
13300,Whole Milk,75,2.93,0.37,9.59,2.13,0.62,3.09,0.77,115
13301,Cashew Milk,46,4.39,0.99,7.89,9.48,0.05,7.77,0.21,143
13302,2% Milk,44,4.72,1.39,7.03,3.13,0.36,5.7,0.07,92
13303,Coconut Milk,66,0.87,4.12,1.93,0.56,0.67,1.28,0.05,114
13304,2% Milk,69,5.74,1.59,11.39,3.63,0.03,4.27,0.46,114
13305,Oat Milk,79,7.2,2.44,11.72,8.84,0.83,1.79,0.66,124
13306,Whole Milk,70,0.62,0.77,1.73,0.6,0.06,5.55,0.99,135
13307,Soy Milk,62,6.65,2.53,9.99,2.69,0.04,4.82,0.39,124
13308,Coconut Milk,59,7.97,4.27,10.75,8.43,0.36,6.68,0.64,150
13309,2% Milk,64,6.35,4.02,10.61,2.76,0.5,1.48,0.11,90
13310,2% Milk,41,3.44,0.87,11.32,3.56,0.36,5.83,1.0,82
13311,Skim Milk,73,6.02,1.84,5.21,1.13,0.32,5.01,0.44,98
13312,Almond Milk,53,5.38,3.12,4.35,0.97,0.84,3.7,0.27,145
13313,Cashew Milk,64,6.35,2.3,1.45,3.02,0.61,5.44,0.95,143
13314,2% Milk,78,4.15,3.81,5.54,6.8,0.7,3.24,0.84,100
13315,Coconut Milk,54,1.49,4.65,3.34,5.56,0.66,4.91,0.07,125
13316,Skim Milk,61,4.62,2.83,7.9,8.69,0.73,1.7,0.06,101
13317,Cashew Milk,59,6.48,2.93,5.85,1.32,0.67,1.99,0.64,144
13318,Coconut Milk,43,0.68,2.04,10.55,4.8,0.02,2.82,0.05,148
13319,Coconut Milk,59,5.41,1.04,11.23,0.93,0.53,2.0,0.44,121
13320,Coconut Milk,53,5.56,2.48,7.39,5.16,0.1,3.89,0.86,94
13321,Almond Milk,49,6.46,4.15,7.97,9.92,0.45,6.31,0.54,113
13322,Skim Milk,46,7.59,2.71,5.85,7.53,0.86,4.9,0.38,100
13323,Cashew Milk,67,5.61,4.07,3.36,5.42,0.52,1.26,0.44,86
13324,2% Milk,64,3.29,0.61,10.38,9.63,0.09,3.36,0.26,116
13325,Oat Milk,50,5.18,0.54,2.91,8.04,0.66,1.25,0.18,100
13326,Whole Milk,47,1.14,1.94,7.79,5.57,0.11,6.26,0.26,125
13327,Almond Milk,56,6.14,1.63,8.22,6.05,0.91,4.3,0.51,80
13328,Soy Milk,65,7.25,4.83,3.82,6.07,0.75,4.91,0.8,114
13329,Almond Milk,75,5.45,1.76,10.88,1.91,0.3,7.81,0.06,118
13330,Coconut Milk,68,1.06,0.86,3.9,0.74,0.79,7.37,0.11,116
13331,Whole Milk,75,2.41,3.27,3.47,5.58,0.31,1.88,0.45,96
13332,2% Milk,43,0.61,0.92,9.73,7.93,0.99,4.37,0.12,131
13333,Whole Milk,67,4.1,4.65,4.21,4.41,0.19,7.02,0.03,134
13334,Cashew Milk,79,2.45,0.39,10.93,7.16,0.88,7.33,0.99,134
13335,Almond Milk,79,3.46,2.2,7.35,2.78,0.71,4.9,0.76,98
13336,Almond Milk,67,1.58,4.15,11.08,7.0,0.02,5.89,0.22,86
13337,Almond Milk,61,3.45,2.55,4.12,9.67,0.86,6.69,0.18,149
13338,Oat Milk,75,5.45,1.61,9.38,6.19,0.56,2.28,0.26,113
13339,Coconut Milk,48,6.55,4.68,8.03,2.02,0.41,3.98,0.56,134
13340,Soy Milk,67,0.83,4.22,6.07,7.67,0.85,3.12,0.37,89
13341,Oat Milk,77,2.22,2.06,3.04,1.09,0.06,6.64,0.59,123
13342,Skim Milk,72,3.42,1.88,4.74,8.69,0.04,7.08,0.28,99
13343,Whole Milk,48,0.8,0.42,9.78,2.56,0.26,1.15,0.94,147
13344,Almond Milk,65,4.87,1.57,9.66,1.09,0.41,3.81,0.76,117
13345,Almond Milk,56,0.69,2.1,2.66,8.91,0.63,6.0,0.87,96
13346,Coconut Milk,67,3.36,4.14,7.14,0.61,0.39,4.51,0.31,110
13347,Soy Milk,72,1.18,3.27,10.5,5.55,0.26,4.17,0.91,147
13348,Skim Milk,62,2.4,1.15,11.21,9.91,0.06,3.36,0.03,112
13349,Coconut Milk,75,4.49,1.43,8.19,4.09,0.82,2.74,0.8,88
13350,Whole Milk,40,2.71,2.93,10.18,7.38,0.42,3.35,0.46,150
13351,Skim Milk,53,5.6,0.2,11.79,1.18,0.31,3.7,0.54,118
13352,Oat Milk,67,5.1,3.52,9.35,0.53,0.12,5.37,0.09,84
13353,Almond Milk,63,7.26,0.71,2.54,6.73,0.49,1.92,0.26,145
13354,Oat Milk,64,5.1,2.21,11.32,9.67,0.23,1.43,0.41,96
13355,Oat Milk,73,6.33,2.39,11.33,4.83,0.42,7.46,0.31,94
13356,Cashew Milk,65,4.9,0.93,2.46,0.99,0.71,5.86,0.23,110
13357,Almond Milk,72,2.77,4.74,2.58,2.03,0.86,3.51,0.64,113
13358,Cashew Milk,68,2.8,1.95,9.16,8.57,0.62,3.77,0.72,118
13359,Coconut Milk,80,2.37,1.7,4.21,6.92,0.72,1.09,0.74,104
13360,Cashew Milk,80,0.64,2.62,9.4,9.4,0.47,5.69,0.39,111
13361,2% Milk,69,1.28,4.72,1.79,8.01,0.43,5.01,0.14,97
13362,2% Milk,75,7.25,1.13,5.63,9.98,0.94,1.38,0.09,91
13363,Oat Milk,68,2.25,4.14,1.34,2.58,0.96,3.82,0.2,123
13364,Skim Milk,63,1.34,3.68,9.92,1.63,0.14,3.01,0.13,97
13365,Oat Milk,80,5.65,0.6,6.52,1.93,0.42,7.27,0.48,116
13366,Cashew Milk,78,1.92,3.5,5.64,5.61,0.9,5.19,0.38,121
13367,2% Milk,64,1.94,2.96,5.98,9.84,0.22,2.51,0.59,88
13368,Soy Milk,46,1.18,0.57,1.53,1.95,0.51,2.8,0.04,130
13369,Oat Milk,66,3.31,2.12,11.72,6.71,0.11,3.57,0.84,84
13370,Oat Milk,67,1.83,3.98,7.9,2.03,0.84,4.93,0.3,116
13371,Almond Milk,49,6.87,1.14,5.94,2.04,0.97,4.02,0.65,98
13372,Skim Milk,66,6.08,4.03,10.46,4.38,0.18,7.49,0.9,105
13373,Skim Milk,49,7.6,4.71,10.91,4.01,0.14,4.34,0.09,147
13374,Soy Milk,55,7.24,0.45,11.35,5.25,0.9,7.17,0.27,109
13375,Oat Milk,70,6.64,3.15,2.46,4.6,0.28,3.02,0.08,129
13376,Whole Milk,57,5.19,2.84,2.37,2.02,0.41,4.53,0.17,128
13377,Cashew Milk,79,1.75,4.6,10.2,9.84,0.85,5.42,0.47,98
13378,Coconut Milk,42,5.63,3.04,2.34,9.41,0.31,5.52,0.25,115
13379,Oat Milk,78,1.13,3.22,4.96,5.87,0.93,6.73,0.06,148
13380,Cashew Milk,41,7.99,4.28,7.54,5.22,0.46,4.95,0.43,84
13381,2% Milk,76,4.07,2.33,9.63,9.44,0.63,1.37,0.95,112
13382,Coconut Milk,76,6.55,1.73,10.53,7.16,0.63,3.68,0.46,83
13383,Skim Milk,79,2.43,2.46,4.64,1.56,0.62,5.47,0.87,84
13384,Soy Milk,71,0.69,2.22,9.56,2.62,0.96,7.69,0.88,108
13385,Oat Milk,61,3.84,1.93,5.34,7.37,0.26,1.23,0.99,140
13386,Coconut Milk,60,7.26,4.59,3.84,8.23,0.73,1.8,0.5,83
13387,Skim Milk,57,5.53,0.51,4.51,4.21,0.59,4.19,0.22,123
13388,Cashew Milk,42,1.82,0.21,3.89,8.62,0.7,6.12,0.38,128
13389,Skim Milk,60,1.38,4.83,8.84,5.44,0.11,1.85,0.23,118
13390,Skim Milk,56,3.25,4.38,10.02,4.09,0.17,4.28,0.85,139
13391,Oat Milk,80,0.58,3.05,7.16,4.18,0.53,1.8,0.73,89
13392,Whole Milk,50,3.54,1.44,6.84,8.45,0.31,6.73,0.45,110
13393,Whole Milk,57,3.18,0.11,8.23,2.9,0.39,2.52,0.91,82
13394,Almond Milk,61,4.29,4.52,7.82,1.67,0.36,1.75,0.56,150
13395,Skim Milk,73,6.19,0.39,4.59,8.69,0.26,3.69,0.77,134
13396,Soy Milk,76,6.01,2.61,8.7,3.94,0.33,1.98,0.62,92
13397,Coconut Milk,52,2.43,0.46,5.21,2.73,0.61,2.8,0.79,142
13398,Cashew Milk,65,5.32,1.28,10.84,4.51,0.23,1.13,0.81,108
13399,Cashew Milk,59,5.04,4.59,1.27,5.14,0.71,2.16,0.04,100
13400,Cashew Milk,76,6.36,3.85,4.52,2.07,0.23,2.04,0.34,112
13401,Skim Milk,56,5.29,3.99,1.97,8.03,0.08,6.73,0.06,89
13402,Oat Milk,75,3.55,0.37,7.42,1.08,0.7,4.52,0.88,121
13403,Almond Milk,68,7.2,4.57,9.13,4.72,0.32,3.71,0.49,145
13404,Soy Milk,77,7.25,4.38,10.46,0.68,0.15,3.19,0.22,139
13405,Oat Milk,61,7.25,1.47,1.16,4.55,0.55,3.21,0.77,141
13406,Skim Milk,58,0.62,1.88,1.92,3.18,0.11,5.9,0.69,138
13407,Whole Milk,69,5.96,3.26,9.47,3.2,0.42,5.35,0.26,107
13408,2% Milk,47,1.84,3.08,5.25,9.71,0.47,5.94,0.32,132
13409,Coconut Milk,60,4.95,3.66,8.43,5.28,0.98,5.89,0.37,150
13410,2% Milk,48,0.54,2.41,4.28,2.71,0.36,4.06,0.86,148
13411,Soy Milk,54,1.12,0.45,8.92,4.31,0.12,3.12,0.19,82
13412,Oat Milk,59,1.82,2.65,7.97,0.52,0.19,2.09,0.25,84
13413,2% Milk,68,7.23,0.14,9.0,4.36,0.5,7.48,0.29,83
13414,Skim Milk,49,7.64,4.69,7.57,4.16,0.63,1.28,0.17,131
13415,Oat Milk,67,3.67,1.97,4.47,1.54,0.15,6.64,0.31,131
13416,Almond Milk,47,5.94,4.64,7.25,3.85,0.44,6.36,0.83,107
13417,Soy Milk,68,3.74,4.15,6.04,2.12,0.87,6.04,0.26,107
13418,Coconut Milk,76,4.4,0.23,3.23,6.39,0.33,5.54,0.85,119
13419,Oat Milk,44,5.1,1.41,3.25,4.69,0.84,2.27,0.96,104
13420,2% Milk,42,0.56,2.46,4.57,4.78,0.75,1.46,0.1,121
13421,Coconut Milk,55,2.7,3.8,5.13,3.69,0.16,6.71,0.83,91
13422,Oat Milk,53,5.99,0.83,3.69,8.78,0.07,5.92,0.82,89
13423,Soy Milk,80,7.83,4.08,1.07,6.84,0.91,3.43,1.0,99
13424,Oat Milk,59,2.89,3.89,5.62,1.5,0.92,4.63,0.31,118
13425,Almond Milk,60,4.78,1.03,9.6,6.4,0.18,1.6,0.25,104
13426,Soy Milk,76,4.35,1.18,4.89,4.48,0.34,7.54,0.72,99
13427,Coconut Milk,77,3.59,2.79,3.08,4.47,0.23,1.96,0.83,83
13428,Skim Milk,47,2.45,1.83,10.45,5.02,0.05,1.66,0.19,96
13429,Whole Milk,47,6.15,0.71,11.25,4.67,0.66,2.94,0.17,111
13430,Soy Milk,45,1.43,0.88,10.5,4.16,0.28,3.23,0.54,109
13431,Coconut Milk,52,6.45,3.79,2.51,3.93,0.42,1.98,0.15,93
13432,Skim Milk,62,0.51,3.07,6.03,6.46,0.73,6.39,0.96,127
13433,Oat Milk,56,5.87,1.42,9.32,7.87,0.52,1.18,0.3,109
13434,Skim Milk,76,2.64,0.95,3.15,0.76,0.43,4.93,0.55,122
13435,2% Milk,43,7.86,4.84,11.11,3.65,0.18,5.91,0.26,147
13436,Whole Milk,65,3.89,1.24,5.45,9.1,0.77,4.12,0.86,143
13437,Cashew Milk,51,4.12,0.71,3.6,3.36,0.57,4.22,0.19,92
13438,2% Milk,65,1.81,2.43,1.38,5.34,0.99,5.3,0.56,116
13439,Soy Milk,78,3.14,0.24,1.46,8.8,1.0,5.36,0.38,107
13440,Whole Milk,64,2.24,3.1,3.71,7.18,0.47,3.75,0.44,126
13441,Whole Milk,78,4.82,4.81,7.07,8.81,0.06,4.31,0.98,122
13442,2% Milk,65,0.57,3.47,4.19,3.9,0.93,2.37,0.68,138
13443,Whole Milk,70,1.7,3.66,10.62,7.61,0.72,2.32,0.77,120
13444,2% Milk,69,4.99,3.68,2.71,6.13,0.97,4.91,0.84,132
13445,Coconut Milk,61,2.37,0.22,8.36,6.72,0.6,5.22,0.4,109
13446,2% Milk,70,6.74,2.34,7.2,5.93,0.69,6.87,0.29,119
13447,Cashew Milk,44,7.13,1.38,5.48,6.34,0.13,1.8,0.07,104
13448,2% Milk,56,6.96,1.34,1.52,7.95,0.23,7.98,0.41,133
13449,Skim Milk,61,3.92,3.29,2.53,8.06,0.99,2.51,0.84,108
13450,Almond Milk,47,1.62,3.9,7.62,0.66,0.25,5.54,0.74,148
13451,Whole Milk,49,7.34,0.24,7.28,6.37,0.07,2.96,0.21,85
13452,Soy Milk,70,2.83,2.39,5.82,2.77,0.59,5.31,0.98,126
13453,Skim Milk,55,4.26,2.38,1.56,2.03,0.17,5.14,0.06,142
13454,Almond Milk,64,2.75,2.2,11.81,9.51,0.47,2.11,0.47,97
13455,Soy Milk,72,7.58,2.62,2.49,3.21,0.06,2.26,0.1,89
13456,Oat Milk,56,5.47,1.83,10.61,7.8,0.54,6.68,0.45,137
13457,2% Milk,46,1.56,2.72,5.57,7.76,0.4,4.72,0.42,80
13458,Cashew Milk,56,4.63,4.33,11.87,2.01,0.86,4.13,0.46,118
13459,Skim Milk,73,2.27,2.95,7.11,2.9,0.19,6.85,0.16,89
13460,Almond Milk,75,1.41,3.47,11.75,4.14,0.48,2.36,0.53,122
13461,Almond Milk,59,5.54,2.62,11.41,6.83,0.94,1.01,0.06,117
13462,Whole Milk,61,2.91,1.84,10.08,4.76,0.13,1.34,0.95,147
13463,Almond Milk,74,0.92,2.27,11.97,7.9,0.85,2.08,0.03,98
13464,Whole Milk,49,6.69,4.27,5.16,4.65,0.44,5.11,0.23,102
13465,2% Milk,71,2.12,1.04,7.49,4.22,0.68,5.02,0.19,93
13466,Almond Milk,64,3.71,0.86,7.77,6.55,0.86,4.87,0.57,113
13467,Whole Milk,46,6.18,0.22,4.86,4.65,0.81,6.97,0.44,116
13468,Coconut Milk,77,3.93,0.83,6.48,5.33,0.07,6.06,0.52,112
